title,publication_year,article_type,volume,issue,doi,abstract,keywords,url,pdf_url_download,conflict_of_interests,acknowledgements,materials,materials_urls,data_accessibility_statement,data_accessibility_links,additional_files,additional_files_links,funding_info,author_contributions,views,downloads
What Cross-morphemic Letter Transposition in Derived Nonwords Tells us about Lexical Processing,2018,Research article,1,1,10.5334/joc.39,"According to an obligatory decomposition account of polymorphemic word recognition, a nonword that is composed of a real word plus derivational affix (e.g., teachen) should prime its stem (TEACH) to the same extent that a truly suffixed word does (e.g., teacher). The stem will be activated in both cases after the suffix is removed prior to the lexical status of the letter-string being of relevance. Importantly, disruption to the stem and suffix through letter transposition should have the same impact on the nonwords and words, with teacehn and teacehr equally priming TEACH. However, an experiment by Diependaele, Morris, Serota, Bertrand, and Grainger (2013) found that the equivalent priming for nonwords and words only occurred when they were intact. When letters were transposed, only the truly derived words showed priming. Since such a result cannot be handled by an obligatory decomposition account, it is important to replicate it. Therefore, the present study repeated the conditions of Diependaele et al. (2013), along with a nonword condition where the stem was followed by a non-suffix (e.g., teachin or teacihn). It was found that priming was maintained across all conditions regardless of letter transposition, hence maintaining obligatory decomposition as a viable account. However, the findings with the non-suffixed nonwords led to the conclusion that morphological structure does not control decomposition, but rather, has its impact after form-based components of the letter-string have been activated.","Reading, Visual word processing, Word processing",https://www.journalofcognition.org/articles/10.5334/joc.39/,https://www.journalofcognition.org/articles/10.5334/joc.39/galley/78/download/,The authors have no competing interests to declare.,"The research reported in this paper was supported by a grant from the Australian Research Council (DP150100768), and a Research Fellowship from Macquarie University (MQRF).","There were 60 target words ranging in length from 4 to 9 letters (e.g., TEACH, EARTH, SEGMENT, GYMNAST) preceded by four different types of prime. In the Real Word condition, the prime was a word derived from the target by the addition of a two-letter suffix (e.g., teacher, earthen, segmental, gymnastic). In the Derived Nonword condition, the same set of suffixes was re-paired with a stem of the same length in such a way that a nonword was created (e.g., teachen, earther, segmentic, gymnastal). The third condition (Non-Derived Nonwords) was created by replacing the first letter of the suffix in the Derived Nonword condition to create a non-existing suffix (e.g., teachin, earthur, segmentoc, gymnastol). Finally, the SL Control condition was generated from the Derived Nonword condition by substituting the last letter of the stem and first letter of the suffix with two different letters, hence eliminating the whole target word from the beginning of the prime (teacsin, eartsir, segmenkoc, gymnaskol). The use of such a control condition would make it harder, if anything, to detect priming than the control condition adopted by Diependaele et al. (2013) where all letters differed between the prime and target. This should therefore make any evidence for priming all the more convincing in the current study. The complete set of items can be found in the Appendix. A Latin Square design was adopted whereby participants were assigned to one of four subgroups that received 15 of the targets under each of the priming conditions, but where no participant received the same target more than once. In addition to the 60 word targets preceded by their prime, there were 60 nonword targets each preceded by a prime that corresponded to one of the conditions used with the word targets. The target was always one or two letters different from the stem on which the prime was based. So, 15 of the items had a real word prime composed of a word with a two-letter derivational suffix (e.g., reviewer-REVIEN), 15 had a nonword prime also composed of a word with a two-letter suffix (e.g., preachen-PREATH), 15 had a nonword prime composed of a word with a two-letter non-suffix (e.g., directoc-DIRENT), and 15 had a nonword prime composed of a nonword created from a word by changing the final letter, followed by a two-letter non-suffix (e.g., shrungir-SPRUNK) where, like the SL Control condition, the target was one more letter different to the beginning of the prime than was the target in the other three conditions.",NA,The data can be found at osf.io/che7r in the form of a CSV file.,osf.io/che7r,The additional file for this article can be found as follows: Appendix List of experimental items. DOI: https://doi.org/10.5334/joc.39.s1,https://doi.org/10.5334/joc.39.s1,NA,NA,401,73
Depressive Symptoms and Category Learning: A Preregistered Conceptual Replication Study,2018,Research article,1,1,10.5334/joc.35,"We present a fully preregistered, high-powered conceptual replication of Experiment 1 by Smith, Tracy, and Murray (1993). They observed a cognitive deficit in people with elevated depressive symptoms in a task requiring flexible analytic processing and deliberate hypothesis testing, but no deficit in a task assumed to require more automatic, holistic processing. Specifically, they found that individuals with depressive symptoms showed impaired performance on a criterial-attribute classification task, requiring flexible analysis of the attributes and deliberate hypothesis testing, but not on a family-resemblance classification task, assumed to rely on holistic processing. While deficits in tasks requiring flexible hypothesis testing are commonly observed in people diagnosed with a major depressive disorder, these deficits are much less commonly observed in people with merely elevated depressive symptoms, and therefore Smith et al.’s (1993) finding deserves further scrutiny. We observed no deficit in performance on the criterial-attribute task in people with above average depressive symptoms. Rather, we found a similar difference in performance on the criterial-attribute versus family-resemblance task between people with high and low depressive symptoms. The absence of a deficit in people with elevated depressive symptoms is consistent with previous findings focusing on different tasks.","Categorization, Executive functions, Emotion and cognition",https://www.journalofcognition.org/articles/10.5334/joc.35/,https://www.journalofcognition.org/articles/10.5334/joc.35/galley/74/download/,The authors have no competing interests to declare.,"This research was supported by a grant from the Research Fund of KU Leuven (GOA/15/003). We thank David Smith for his help with questions about specifics of the design and methods used in his original paper, Freya Wyns for help with data collection, and Annelies Bartlema for programming the computer experiment. Finally, we thank Andy Wills, an anonymous reviewer, and editor Bettina von Helversen for their thoughtful and constructive comments.","After providing demographic information, participants completed the CA and FR task. The stimuli in the tasks were pronounceable, nonsense four-letter words. We followed Smith et al.’s (1993, pp. 333) description of stimulus creation in order to obtain the exact same stimulus set. Tables 1 and 2 show example stimuli of the CA and FR task, respectively. In the CA task, one letter position, the criterial attribute, was indicative for group membership, whereas in the FR task no such criterial attribute was available to identify group membership. Each task consisted of 48 trials (divided into six blocks), with each trial containing one stimulus to be classified in the correct category (I or II). Participants could learn which words belonged to category I and which to category II, by relying on corrective feedback after each classification decision. After completing both tasks, participants answered categorization style and effort questions, and completed the CES-D. A more extended description of the experimental materials and procedure can be found in the preregistration document. Table 1 Example of stimuli in the CA task. The second letter position is indicative for category membership. I refers to category 1 membership, E refers to category II membership. Category I Category II Structure Stimuli Structure Stimuli 0000 GIRU 1111 LETA 0011 GITA 1100 LERU 1010 LITU 0101 GERA 1001 LIRA 0110 GETU Table 2 Example of stimuli in the FR task. Each word in category I has three letter positions referring to category I (positions corresponding with 0). Each word in category II has three letter positions referring to category II (positions corresponding with 1). Category I Category II Structure Stimuli Structure Stimuli 1000 LIRU 0111 GETA 0100 GERU 1011 LITA 0010 GITU 1101 LERA 0001 GIRA 1110 LETU","https://osf.io/rqzm7/, https://osf.io/auzgp/, https://osf.io/rqzm7/, https://osf.io/auzgp/",The data are available on OSF: https://osf.io/auzgp/.,https://osf.io/auzgp/,The additional file for this article can be found as follows: Supplementary file Secondary preregistered and exploratory analyses. DOI: https://doi.org/10.5334/joc.35.s1,https://doi.org/10.5334/joc.35.s1,NA,"Wolf Vanpaemel and Peter Kuppens supervised the project. Sara Steegen was co-pilot of all analyses. Wouter Voorspoels contributed greatly to the construction of the manuscript. Isa Rutten conducted the experiment and wrote the manuscript, relying on feedback of all co-authors.",128,23
On the Automaticity of Familiarity in Short-term Recognition: A Test of the Dual-Process Assumption with the PRP Paradigm,2018,Research article,1,1,10.5334/joc.21,"Dual-process models of recognition often assume that one retrieval process, generating a familiarity signal, is automatic, whereas the other, recollection, is controlled. Four experiments are presented to test for automaticity of familiarity in a short-term recognition task. The experiments use the Psychological Refractory Period (PRP) paradigm to assess whether familiarity requires central processing capacity. Task 1 was an oral tone-classification task. Task 2 was a local-recognition task, in which participants decided whether a probe matched a particular item in the memory set, identified by its screen location. Intrusion probes, matching an item of the memory set in a different location, were slower and more difficult to reject than new probes. The size of this intrusion cost reflects the influence of familiarity on recognition. In all four experiments the size of the intrusion cost was additive with the stimulus-onset-asynchrony (SOA) of Task 1 and Task 2, demonstrating that extraction of familiarity requires central capacity. In addition, Experiment 2 showed additive effects of memory set size and serial position with SOA, confirming that recollection, too, requires central capacity. Experiments 3A and 3B compared a condition including new probes to one including only positive and intrusion probes; in the latter condition the familiarity signal was completely uninformative. Participants showed some ability to reduce the influence of familiarity when it was completely uninformative, but only when they were explicitly told to do so (Experiment 3B). To conclude, by one criterion familiarity is a controlled process: It demands central processing capacity. It might also be controlled by another criterion: People can intentionally reduce the influence of familiarity on recognition decision, but they fail to do so spontaneously even when it would be advantageous. All raw data are available on the Open Science Framework: osf.io/7pr72.","Recognition, working memory, psychological refractory period, dual-task, dual-process, familiarity, recollection",https://www.journalofcognition.org/articles/10.5334/joc.21/,https://www.journalofcognition.org/articles/10.5334/joc.21/galley/44/download/,The author has no competing interests to declare.,"The research reported in this article was supported by a grant from the Swiss National Science Foundation (SNSF, grant number 100014_135002). I am grateful to Danielle Pessach and Nathalie Rieser for assistance with collecting the data.",NA,"https://bradylab.ucsd.edu/stimuli.html, https://bradylab.ucsd.edu/stimuli.html",All raw data are available on the Open Science Framework: osf.io/7pr72.,osf.io/7pr72,NA,NA,NA,NA,357,118
Visual Selection: Usually Fast and Automatic; Seldom Slow and Volitional,2018,Research article,1,1,10.5334/joc.13,"Recently it was argued that in addition to top-down and bottom-up processes, lingering biases of selection history play a major role in visual selection (Awh, Belopolsky & Theeuwes, 2012). Since its publication there has been a growing controversy about the terms top-down, bottom-up and selection-history in relation to visual selection. In the current paper we define these terms, discuss some controversies about these terms and explain what kind of effects should be considered to be the result of lingering biases of selection history, i.e., priming, reward/fear, and statistical learning. We discuss the properties of top-down selection (slow, effortful, and controlled) versus the properties of lingering biases of selection history (fast, effortless, and automatic). We adhere the position that the experience with selecting a particular feature or the location of a feature, may boost and sharpen its representation within the priority selection map above and beyond its physical salience. It is as if the experience may render a feature or location subjectively more salient. Our message of the current review is that true top-down control of visual selection occurs far less often than what is typically assumed. Most of the time, selection is based on experience and history. It is fast, automatic and occurs without much, if any, effort.","top-down and bottom-up control, attention, selection history",https://www.journalofcognition.org/articles/10.5334/joc.13/,https://www.journalofcognition.org/articles/10.5334/joc.13/galley/64/download/,The author has no competing interests to declare.,NA,NA,NA,The author has no data accessibility statement to declare.,NA,NA,NA,NA,NA,1192,566
Pupil Dilation Reflects Task Relevance Prior to Search,2018,Research article,1,1,10.5334/joc.12,"When observers search for a specific target, it is assumed that they activate a representation of the task relevant object in visual working memory (VWM). This representation – often referred to as the template – guides attention towards matching visual input. In two experiments we tested whether the pupil response can be used to differentiate stimuli that match the task-relevant template from irrelevant input. Observers memorized a target color to be searched for in a multi-color visual search display, presented after a delay period. In Experiment 1, one color appeared at the start of the trial, which was then automatically the search template. In Experiments 2, two colors were presented, and a retro-cue indicated which of these was relevant for the upcoming search task. Crucially, before the search display appeared, we briefly presented one colored probe stimulus. The probe could match either the relevant-template color, the non-cued color (irrelevant), or be a new color not presented in the trial. We measured the pupil response to the probe as a signature of task relevance. Experiment 1 showed significantly smaller pupil size in response to probes matching the search template than for irrelevant colors. Experiment 2 replicated the template matching effect and allowed us to rule out that it was solely due to repetition priming. Taken together, we show that the pupil responds selectively to participants’ target template prior to search.","pupil response, attentional priority, visual search, template, working memory",https://www.journalofcognition.org/articles/10.5334/joc.12/,https://www.journalofcognition.org/articles/10.5334/joc.12/galley/25/download/,The authors have no competing interests to declare.,NA,NA,NA,"Data from the studies reported in this manuscript are publicly available on the Open Science Framework link: https://osf.io/dmfuv/, DOI: https://doi.org/10.17605/OSF.IO/DMFUV","https://osf.io/dmfuv/, https://doi.org/10.17605/OSF.IO/DMFUV",NA,NA,This work was supported by an ERC Consolidator grant ERC-2013-CoG-615423 to C.N.L.O.,NA,484,191
Simple and Complex Working Memory Tasks Allow Similar Benefits of Information Compression,2018,Research article,1,1,10.5334/joc.31,"Complex working memory span tasks were designed to engage multiple aspects of working memory and impose interleaved processing demands that limit the use of mnemonic strategies, such as chunking. Consequently, the average span is usually lower (4 ± 1 items) than in simple span tasks (7 ± 2 items). One possible reason for the higher span of simple span tasks is that participants can take advantage of the spare time to chunk multiple items together to form fewer independent units, approximating 4 ± 1 chunks. It follows that the respective spans of these two types of tasks could be equal (at around 4 ± 1) if stimulus lists exclusively used nonchunkable stimulus items. To manipulate the chunkability of the stimulus lists, our method involved a measure of their compressibility, i.e., the extent to which a pattern exists that can be detected and used as a basis of chunk formation. We predicted an interaction between the types of tasks and chunkability/compressibility, supporting a single higher span for the condition in which a simple span task was combined with chunkable items. The three other conditions were predicted to prevent chunking processes, either because the interleaved processing task did not allow any chunking process to occur or because the noncompressible material inherently limited the chunkability of information. The prediction that chunking is important solely in simple spans was not confirmed: Effects of information compression contributed to performance levels to a similar extent in both tasks according to a theoretically-based metric. This result suggests that i) complex span tasks might overestimate storage capacity in general, and ii) the difference between simple and complex span performance levels must rest in some mechanism other than prevention of a chunking strategy by the interleaved processing task in complex span tasks.","Working memory, Short-term memory, Memory",https://www.journalofcognition.org/articles/10.5334/joc.31/,https://www.journalofcognition.org/articles/10.5334/joc.31/galley/68/download/,The authors have no competing interests to declare.,This research was supported in part by a grant from the Agence Nationale de la Recherche (ANR-17-CE28-0013-01) awarded to Fabien Mathy.,NA,NA,https://doi.org/10.5281/zenodo.1216986,https://doi.org/10.5281/zenodo.1216986,NA,NA,NA,NA,4778,524
Pupil Mimicry is the Result of Brightness Perception of the Iris and Pupil,2018,Research article,1,1,10.5334/joc.34,"Recent scientific investigations suggest that people automatically mimic each other’s pupil sizes during interaction. However, instead of being a social mimicry effect, it could also be the result of brightness perception. When observers look at individuals with dilated pupils, little of the brighter iris is visible, leading to the perception of a relatively low-illuminated eye region. In the current study we tested whether pupil mimicry remains present when pupils and irises are equalized for luminance values across pupil sizes. We tested several stimulus sets, including faces with static pupils that varied in size across images and dynamic pupils that changed in size over time in videos. Results showed that for traditional, not-luminance-equalized videos, participants’ pupil sizes adapted to the observed pupils, showing a pattern that is roughly in line with pupil mimicry. However, no such pupil response in line with mimicry was seen for static images (regardless of whether they were equalized for luminance) nor for luminance-equalized videos. These findings suggest that only salient, dynamic stimuli attract enough attention to the luminance in the eye region to evoke a pupillary response. However, although such responses suggest pupil mimicry, the underlying factor is the change in brightness within the eye as a function of pupil size rather than social mimicry.","Pupil, Mimicry, Dilation, Visual Attention",https://www.journalofcognition.org/articles/10.5334/joc.34/,https://www.journalofcognition.org/articles/10.5334/joc.34/galley/70/download/,NA,"We thank Mariska Kret for the initial collaboration, fruitful discussions, and help with the linear mixed-effects model. We also thank Peter Bos and Joris Elshout for feedback on the implications of the null-results, and we thank Gamze Kozak, Anna Landsman, and Meghan Schwagten for their help with data collection. Data can be requested by contacting Marnix Naber. Stimuli of experiment 1 and 2 can be requested by contacting Marnix Naber or Mariska Kret, respectively.",NA,https://doi.org/10.5334/joc.34.s1,Data can be accessed at osf.io/3jwvr.,osf.io/3jwvr,The additional file for this article can be found as follows: Supplementary Materials Supplementary Figure S1–3 and Supplementary Table S1–2. DOI: https://doi.org/10.5334/joc.34.s1,https://doi.org/10.5334/joc.34.s1,NA,"Authors MN & SM designed the experiments. Authors MD, SS, and JvA collected the data. MN programmed the algorithms and analyzed the data. Author MN wrote the first drafts of the paper and all other authors helped finalizing the final paper.",985,124
Visual Awareness in Binocular Rivalry Modulates Induced Pupil Fluctuations,2018,Review article,1,1,10.5334/joc.16,"When a visual stimulus oscillates in luminance, pupil size follows this oscillation. Recently, it has been demonstrated that such induced pupil oscillations can be used to tag which stimulus is covertly attended. Here we ask whether this “pupil frequency tagging” approach can be extended to visual awareness, specifically to inferring perceptual dominance in Binocular Rivalry between complex stimuli. We presented two distinct stimuli, a face and a house, to each eye and modulated their luminance at 1.7 Hz either in counter-phase (180° phase shift), with a 90° phase shift or in phase (0° control). In some conditions, we additionally asked observers to attend either of the stimuli. The luminance modulation was sufficiently subtle that rivalry dynamics did not differ among these conditions, and was also indistinguishable from unmodulated presentation of the stimuli. For the 180° and the 90° phase-shifted stimuli, we found that the phase of the pupil response relative to the stimuli was modulated by perceptual dominance; that is, the relative phase depended on the stimulus the observer was aware of. In turn, this perceptually dominant stimulus could be decoded from the phase of the pupil response significantly above chance. Neither percept dependence of the phase nor significant decoding was found for the 0° control condition. Our results show that visual awareness modulates pupil responses and provide proof of principle that dominance in rivalry for complex stimuli can be inferred from induced pupil fluctuations.","Vision, Eye movements, Attention, Visual perception, Consciousness",https://www.journalofcognition.org/articles/10.5334/joc.16/,https://www.journalofcognition.org/articles/10.5334/joc.16/galley/28/download/,The authors have no competing interests to declare.,NA,NA,NA,Data and code to replicate figures and analyses are available at https://doi.org/10.5281/zenodo.1006000.,https://doi.org/10.5281/zenodo.1006000,NA,NA,NA,NA,442,178
Can ‘Hebb’ Be Distracted? Testing the Susceptibility of Sequence Learning to Auditory Distraction,2018,Research article,1,1,10.5334/joc.8,"Sequence learning plays a key role in many daily activities such as language and skills acquisition. The present study sought to assess the nature of the Hebb repetition effect—the enhanced serial recall for a repeated sequence of items compared to random sequences—by examining the vulnerability of this classical sequence-learning phenomenon to auditory distraction. Sound can cause unwanted distraction by either interfering specifically with the processes involved in the focal task (interference-by-process), or by diverting attention away from a focal task (attentional capture). Participants were asked to perform visual serial recall, in which one to-be-remembered sequence was repeated every four trials, while ignoring irrelevant sound. Whereas both changing-state (Experiment 1) and deviant sounds (Experiment 2) disrupted recall performance compared to steady-state sounds, performance for the repeated sequence increased across repetitions at the same rate regardless of the sound condition. Such findings suggest that Hebbian sequence learning is impervious to environmental interference, which provides further evidence that the Hebb repetition effect is an analogue of word-form learning.","Hebb repetition effect, Sequence learning, Auditory distraction, Serial memory, Irrelevant Sound, Word learning",https://www.journalofcognition.org/articles/10.5334/joc.8/,https://www.journalofcognition.org/articles/10.5334/joc.8/galley/16/download/,The authors have no competing interests to declare.,This work was supported by discovery grants from the Natural Sciences and Engineering Research Council of Canada (NSERC) awarded to François Vachon and to Jean Saint-Aubin. This collaborative work also received support from the Québec/New Brunswick University Cooperation in Advanced Education and Research Program of the Secrétariat aux affaires intergouvernementales canadiennes. The data are available at https://doi.org/10.3886/E101179V1.,NA,NA,The data are publicly available at https://doi.org/10.3886/E101179V1.,https://doi.org/10.3886/E101179V1,NA,NA,NA,NA,281,88
Working Memory Capacity as a Determinant of Proactive Interference and Auditory Distraction,2018,Research article,1,1,10.5334/joc.7,"Individual differences in working memory capacity are related to performance on a range of elemental and higher order cognitive tasks. The current experiment tests the assumptions of two theoretical approaches to working memory capacity: working memory as executive attention and working memory as temporary binding. These approaches are examined using a short-term updating task where proactive interference is manipulated, such that old responses have to be suppressed in favour of new responses. A second source of distraction is introduced by way of irrelevant, to-be-ignored background speech that accompanies presentation of the list items. This speech reinforces either the to-be-remembered item on the current list, or the to-be-suppressed item. Working memory capacity was significantly related to overall level of correct performance on the short-term task, and to the degree of proactive interference experienced. However, there was no evidence for individual differences in the ability to suppress the interfering foil, nor in priming effects associated with the irrelevant speech. The results provided little support for the working memory capacity as executive attention perspective, some evidence for the binding perspective, but also evidence supporting the fact that some effects of distraction are not under voluntary control.","Working memory, Speech perception, Attention",https://www.journalofcognition.org/articles/10.5334/joc.7/,https://www.journalofcognition.org/articles/10.5334/joc.7/galley/14/download/,The authors have no competing interests to declare.,NA,"The materials and procedure used by Tolan and Tehan (2002) were utilised and are fully described in that paper. The cued recall component of the experiment consisted of 12 one-block trials and 40 two-block trials that were randomly ordered. The structure of the critical two block trials and the corresponding auditory distractors is presented in Figure 1. The critical two-block trials consisted of four words in the first block and five words in the second block. The two blocks were separated by an exclamation point (!) and the category cue presented in capital letters followed the end of the second block prompting recall. On all trials a single target item (in Figure 1 cat) was presented among fillers in the most recent block. Proactive interference was manipulated on 20 trials by including a second item (foil – dog) from the same category as the target in the first block. An example of an interference trial would be: house, apple, dog, watch ! tree, cloud, cat, book, nail ANIMAL. The other 20 trials were no-interference trials, in which the foil was replaced with a filler (pen). There are three measures of performance on this task: correct recall of the target, omissions where the target is not recalled (and nor is the foil), and false recall of the foil that appeared in the first block. Data from our lab indicates that twenty minute test-retest reliability estimates for the three measures are .65, .65 and .50 for target, omissions and lures, respectively. Figure 1 Structure of a standard trial with to-be-remembered items in the centre column, and irrelevant speech conditions on the outsice columns. All the cued recall trials were studied in the presence of background speech. The irrelevant speech consisted of a string of 18 words, five of which shared phonological features with either the target or the foil. These five items were presented in positions 12 to 16 in the irrelevant stream. Two of the five key irrelevant speech items shared the same stem as the foil or target, two shared the same rhyme ending and one shared the same consonants. An example of the critical irrelevant speech items supporting the target word, cat, were cab, hat, cot, can, and mat. The irrelevant speech supported the foil on 10 of the interference trials and on 10 of the no-interference trials (although the foil was not actually present for these no-interference trials). Similarly, the speech supported the target on 10 of the interference trials and 10 of the no-interference trials. The individual difference manipulation consisted of a modified operation span task in which words and math problems [e.g., (3 × 4) – 1 = 10] were presented in pairs. Participants read the word (and attempt to remember it) and then processed the mathematics problem. After all pairs were presented participants attempted to recall the words in the order in which they were presented. The current procedure deviated from the standard span methodology in that each trial consisted of four word/maths problems (fixed list length), and there were eight trials in total. Unpublished research from our laboratory has indicated that eight fixed-length trials of four words produces the same level of reliability as a 20-trial, span procedure starting with four trials at two words and finishing with four trials of six words. The twenty-minute test-retest reliability estimates were .79 and .87 for the maths and memory component respectively.",NA,Data for this experiment is available for inspection at https://osf.io/tdyxp/.,https://osf.io/tdyxp/,NA,NA,NA,NA,420,130
Further Tests of the Utility of Integrated Speed-Accuracy Measures in Task Switching,2018,Research article,1,1,10.5334/joc.6,"Speed and accuracy of performance are central to many theoretical accounts of cognitive processing. In recent years, several integrated performance measures have been proposed. A comparative study of the available measures [Vandierendonck, A. (2017). A comparison of methods to combine speed and accuracy measures of performance: A rejoinder on the binning procedure. Behavior Research Methods, 49, 653–673. DOI: https://doi.org/10.3758/s13428-016-0721-5] concluded that three of the measures, namely inverse efficiency score, rate correct score, and linear integrated speed-accuracy score achieved a balanced integration of speed and accuracy. As a follow-up on that study, these three measures were examined in data analyses from 13 (published and unpublished) experiments in the context of task switching. The correlations of the effect sizes in these integrated scores with the effect sizes obtained in latency and accuracy were high, but varied across the three integrated measures. The efficiency to detect effects supported by the speed and accuracy data was examined by means of signal detection analyses. The three measures efficiently detected effects present in either speed or accuracy, but the rate correct score was less efficient than the other two measures and it signalled a larger number of strong effects unsupported by the speed and accuracy data. It is concluded that while the rate correct score is better avoided, and the usage of the inverse efficiency score should be restricted to data with low overall error rates, the linear integrated speed-accuracy score proves to be valid.","integrated speed-accuracy scoring, task switching",https://www.journalofcognition.org/articles/10.5334/joc.6/,https://www.journalofcognition.org/articles/10.5334/joc.6/galley/18/download/,The author has no competing interests to declare.,NA,NA,NA,The data used in the present article are accessible at https://doi.org/10.5281/zenodo.962308 for data set 1 and at https://doi.org/10.5281/zenodo.963227 for data set 2.,"https://doi.org/10.5281/zenodo.962308, https://doi.org/10.5281/zenodo.963227",NA,NA,NA,NA,910,257
Taking the Book from the Bookshelf: Masked Constituent Priming Effects from Compound Words and Nonwords,2018,Research article,1,1,10.5334/joc.11,"Recent evidence from visual word recognition points to the important role of embedded words, suggesting that embedded words are activated independently of whether they are accompanied by an affix or a non-affix. The goal of the present research was to more closely examine the mechanisms involved in embedded word activation, particularly with respect to the “edge-alignedness” of the embedded word. We conducted two experiments that used masked priming in combination with lexical decision. In Experiment 1, monomorphemic target words were either preceded by a compound word prime (e.g., textbook-BOOK/textbook-TEXT), a compound-nonword prime (e.g., pilebook-BOOK/textpile-TEXT), a non-compound nonword prime (e.g., pimebook-BOOK/textpime-TEXT) or an unrelated prime (e.g., textjail-BOOK/jailbook-TEXT). The results revealed significant priming effects, not only in the compound word and compound-nonword conditions, but also in the non-compound nonword condition, suggesting that embedded words (e.g., book) were activated independently of whether they occurred in combination with a real morpheme (e.g., pilebook) or a non-morphemic constituent (e.g., pimebook). Priming in the compound word condition was greater than in the two nonword conditions, indicating that participants benefited from the whole-word representation of real compound words. Constituent priming occurred independently of whether the target word was the first or the second embedded constituent of the prime (e.g., textbook-BOOK vs. textbook-TEXT). In Experiment 2, significant priming effects were found for edge-aligned embedded constituents (e.g., pimebook-BOOK), but not for mid-embedded (e.g., pibookme-BOOK) or the outer-embedded constituents (e.g., bopimeok-BOOK), suggesting that edge-alignedness is a key factor determining the activation of embedded words.","compound word processing, embedded words, masked priming, lexical decision",https://www.journalofcognition.org/articles/10.5334/joc.11/,https://www.journalofcognition.org/articles/10.5334/joc.11/galley/23/download/,The authors have no competing interests to declare.,"This research was supported by the Brain and Language Research Institute (BLRI, ANR-11-LABX-0036) and the Institute of Convergence ILCB (ANR-16-CONV-0002). It has benefited from support from the French government, managed by the French National Agency for Research (ANR-15-FRAL-0003-01) and the Excellence Initiative of Aix-Marseille University (A*MIDEX). We thank Nicholas Badcock, Saskia Kohnen, and Eva Marinus for providing access to the extended version of the Castles and Coltheart Test 2, and Cornelia Van Scherpenberg for her help with data collection.","We selected a list of 52 compound words (textbook) from the CELEX lexical database (Baayen, Piepenbrock, & van Rijn, 1993), using a number of selection criteria. All compound-constituents were either nouns, verbs or adjectives (we excluded anybody) and always mono-morphemic (we excluded glassmaking, as well as pseudo-affixed constituents such as the butter of buttermilk and the body of bodyguard). Compound words were always transparent (e.g., we excluded partially opaque compounds like keyboard, where the most frequent usage of key is door-key). The compound’s second constituent never appeared as a first constituent (since we used textbook, we excluded bookshelf). Based on the compound words, we created two stimulus sets (Appendix A). In Set 1, compound primes were paired with a target that was the compound’s second constituent (textbook-BOOK). In Set 2, compound primes were paired with a target that was the compound’s first constituent (textbook-TEXT). Compound word primes were nearly identical in Sets 1 and 2, except that 5 compound words had to be replaced in Set 2 to avoid target repetition. Target words of Sets 1 and 2 were matched on word frequency, length and orthographic neighborhood (descriptive statistics are reported in Table 1). Table 1 Descriptive statistics for primes and targets used in Experiment 1. word initial embeddings 2nd constituent of compound word 2nd constituent of compound nonword target word word frequency 196.82 137.13 145.69 number of syllables 1.10 1.06 1.10 number of phonemes 3.37 3.33 3.27 number of letters 4.27 4.25 4.13 orthographic neighbourhood 8.73 8.02 7.40 phonological neighbourhood 19.44 17.04 16.50 word final embeddings 1st constituent of compound word 1st constituent of compound nonword target word word frequency 139.19 118.95 172.31 number of syllables 1.10 1.04 1.08 number of phonemes 3.21 3.29 3.33 number of letters 4.12 4.12 4.21 orthographic neighbourhood 7.06 7.88 8.92 phonological neighbourhood 16.79 15.71 19.38 In addition to the compound words, we selected 52 compound-nonwords, 52 non-compound nonwords, and 52 unrelated nonwords. In Set 1, compound-nonwords were created by replacing the first constituent of the compound word with a novel word constituent (pilebook-BOOK), non-compounds by replacing 1–2 letters within the first constituent of the compound word (pimebook-BOOK), and unrelated nonwords were created by replacing the second constituent of the compound prime with an orthographically unrelated mono-morphemic constituent (textjail-BOOK). In Set 2, primes were created by replacing the second constituents, using the same principles as in Set 1 (textpile-TEXT/textpime-TEXT/jailbook-TEXT). Constituents of compound words and compound-nonwords were of the exact same length (textbook vs. pilebook). Constituents of compound-nonword primes were selected such that they never occurred in first or second constituent position in real compound primes. Constituents of compound words and compound nonwords were matched on frequency, number of letters, number of phonemes, number of syllables, orthographic neighborhood, and phonological neighbourhood (see Table 1). All item specific variables were retrieved from the LEXIQUE database (New, Pallier, Brysbaert, & Ferrand, 2004). For the purpose of the lexical decision task, we included 52 nonword targets (NESH, NUNE, etc.), which were orthographically legal and pronounceable and matched on length to the real-word targets. Each nonword target was preceded by four different primes, which were structured in the same way as the primes preceding the word targets. In Set 1, primes were created by replacing the second constituents of the compound word, compound-nonwords, and non-compound conditions with the nonword target (textnesh-NESH/pilenesh-NESH/pimenesh-NESH), compared to an unrelated control (textbrav-NESH). In Set 2, primes were created by replacing the first constituents (nunebook-NUNE/nunepile-NUNE/nunepime-NUNE/wostbook-NUNE). To avoid target repetition, we created four counterbalanced lists.",NA,"Could JoC please help me to make the data available on their website? If this is possible, I will provide the data in excel format via email, so that JoC can make these available online.",NA,The Additional file for this article can be found as follows: Data Files 1 and 2 Primes and targets used in Experiments 1 and 2. DOI: https://doi.org/10.6084/m9.figshare.5797338,https://doi.org/10.6084/m9.figshare.5797338,NA,NA,254,99
