access,access_bool,open_data,open_materials,preregistration,year,url
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/3
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/3
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/3
Open Access,1,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/3
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/3
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/3
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
Open Access,1,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/1
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
Full Access,1,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/6
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/10
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
Open Access,1,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
Open Access,1,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
Free Access,1,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/4
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
Full Access,1,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/5
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/6
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/7
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/10
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/9
Free Access,1,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/11
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/6
Open Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/6
