abstract,acknowledgements,altmetrics_score,altmetrics_total_outputs,article_type,author_contributions,conflict_of_interests,doi,funding,issue,keywords,open_practices,pdf_url,title,url,volume,year
"Knowing yourself requires knowing not only what you are like in general (trait self-knowledge) but also how your personality fluctuates from moment to moment (state self-knowledge). We examined this latter form of self-knowledge. Participants (248 people; 2,938 observations) wore the Electronically Activated Recorder (EAR), an unobtrusive audio recorder, and completed experience-sampling self-reports of their personality states four times each day for 1 week. We estimated state self-knowledge by comparing self-reported personality states with consensual observer ratings of personality states coded from the EAR files, which formed the criterion for what participants were “actually” like in the moment. People had self-insight into their momentary extraversion, conscientiousness, and likely neuroticism, suggesting that people can accurately detect fluctuations in some aspects of their personality. However, the evidence for self-insight was weaker for agreeableness. This apparent self-ignorance may be partly responsible for interpersonal problems and for blind spots in trait self-knowledge.","We are grateful to Julia Rohrer, Chris Hopwood, Rick Robins, Olivia Atherton, Rich Lucas, and Luke Smillie for comments on an earlier draft of this article; to Mijke Rhemtulla for advice on the measurement models; to the many research assistants who helped run the study and code the Electronically Activated Recorder recordings; and to Brittany Solomon, Kelci Harris, Kathryn Bollich, Robert Wilson, and Katie Finnigan for supervising data collection and coding.",61,14150424,Research Article,"S. Vazire conceived the study, acquired funding, and supervised data collection. J. Sun supervised Electronically Activated Recorder coding and curated and analyzed the data under the supervision of S. Vazire. Both authors contributed equally to drafting and editing the manuscript, and both authors approved the final manuscript for submission.",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,https://doi.org/10.1177/0956797618818476,Data collection was supported by National Science Foundation Grant BCS-1125553 (to S. Vazire).,3,"self-knowledge, personality states, social behavior, experience-sampling method, naturalistic observation, open data, open materials","Design and analysis plans for this study were not preregistered. Codebooks for all measures in the larger study are available via the Open Science Framework (OSF) and can be accessed at osf.io/akbfj. Although ethical considerations prevent us from making the audio files and complete set of transcripts publicly available, the quantitative data, R scripts, and Mplus input and output files required to reproduce the analyses reported in this article are available at osf.io/kd8b3. This OSF repository also contains a password-protected file that contains transcripts (for the time points included in the key analyses) from participants who consented to have their Electronically Activated Recorder recordings shared. Interested researchers can request the password from the first author. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797618818476. This article has received the badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.",https://journals.sagepub.com/doi/pdf/10.1177/0956797618818476,Do People Know What They’re Like in the Moment?,https://journals.sagepub.com/doi/full/10.1177/0956797618818476,30,2019
"We examined the percentage of p values (.05 < p ≤ .10) reported as marginally significant in 44,200 articles, across nine psychology disciplines, published in 70 journals belonging to the American Psychological Association between 1985 and 2016. Using regular expressions, we extracted 42,504 p values between .05 and .10. Almost 40% of p values in this range were reported as marginally significant, although there were considerable differences between disciplines. The practice is most common in organizational psychology (45.4%) and least common in clinical psychology (30.1%). Contrary to what was reported by previous researchers, our results showed no evidence of an increasing trend in any discipline; in all disciplines, the percentage of p values reported as marginally significant was decreasing or constant over time. We recommend against reporting these results as marginally significant because of the low evidential value of p values between .05 and .10.",NA,114.95,14157574,Research Article,"C. H. J. Hartgerink and M. A. L. M. van Assen developed the study concept. All the authors contributed to the study design. C. H. J. Hartgerink extracted the data. A. Olsson-Collentine analyzed the data, and the analysis was checked by C. H. J. Hartgerink. All the authors interpreted the results and contributed to the writing of the manuscript, with A. Olsson-Collentine writing the first draft and M. A. L. M. van Assen and A. Olsson-Collentine writing the revision. All the authors approved the final manuscript for submission.",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,https://doi.org/10.1177/0956797619830326,NA,4,"null-hypothesis significance testing,  values, marginal significance, APA, over time, open data, open materials",All code and data have been made publicly available via the Open Science Framework and can be accessed at osf.io/28gxz. Materials consist of the extraction functions used to obtain the measures for the reported analyses. The design and analysis plans for this study were not preregistered. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797619830326. This article has received the badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.,https://journals.sagepub.com/doi/pdf/10.1177/0956797619830326,The Prevalence of Marginally Significant Results in Psychology Over Time,https://journals.sagepub.com/doi/full/10.1177/0956797619830326,30,2019
"In classical fear conditioning, neutral conditioned stimuli that have been paired with aversive physical unconditioned stimuli eventually trigger fear responses. Here, we tested whether aversive mental images systematically paired with a conditioned stimulus also cause de novo fear learning in the absence of any external aversive stimulation. In two experiments (N = 45 and N = 41), participants were first trained to produce aversive, neutral, or no imagery in response to three different visual-imagery cues. In a subsequent imagery-based differential-conditioning paradigm, each of the three cues systematically coterminated with one of three different neutral faces. Although the face that was paired with the aversive-imagery cue was never paired with aversive external stimuli or threat-related instructions, participants rated it as more arousing, unpleasant, and threatening and displayed relative fear bradycardia and fear-potentiated startle. These results could be relevant for the development of fear and related disorders without trauma.","We thank Harald Lachnit for helpful discussions concerning the study and Alexander Petermann, Julia Zachlehner, Anne Gerhard, and Jing Zhao for great assistance in planning, conducting, and analyzing parts of the study.",28.28,14015503,Research Article,"E. M. Mueller developed the study concept. All the authors contributed to the study design. C. Panitz programmed the experiment. Testing and data collection were performed by students supervised by C. Panitz and M. F. J. Sperl. Data preprocessing was performed by M. F. J. Sperl (electrodermal activity) and C. Panitz (all other physiological variables). E. M. Mueller analyzed and interpreted the data. C. Panitz confirmed the reproducibility of all reported results. E. M. Mueller drafted the manuscript, and C. Panitz and M. F. J. Sperl provided critical revisions. E. M. Mueller and M. F. J. Sperl created the figures. M. F. J. Sperl made the data, analysis scripts, and codebooks publicly available. All the authors approved the final manuscript for submission.",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,https://doi.org/10.1177/0956797619842261,NA,7,"fear, fear conditioning, imagery, aversive conditioning, eyeblink reflex, open data, open materials","Deidentified data for both experiments, a codebook, data-analysis scripts, and audio recordings of the imagery scripts have been made publicly available via Zenodo and can be accessed at https://doi.org/10.5281/zenodo.2591593. Face stimuli were part of the Ekman face series (Ekman & Friesen, 1976) and cannot be posted without permission. The stimulus IDs are JJ3-4, EM2-4, and GS1-4. The design and analysis plans for the studies were not preregistered. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797619842261. This article has received the badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.",https://journals.sagepub.com/doi/pdf/10.1177/0956797619842261,Aversive Imagery Causes De Novo Fear Conditioning,https://journals.sagepub.com/doi/full/10.1177/0956797619842261,30,2019
"Infants form basic expectations about their physical and social environment, as indicated by their attention toward events that violate their expectations. Yet little is known about the neuronal processing of unexpected events in the infant brain. Here, we used rhythmic visual brain stimulation in 9-month-olds (N = 38) to elicit oscillations of the theta (4 Hz) and the alpha (6 Hz) rhythms while presenting events with unexpected or expected outcomes. We found that visually entrained theta oscillations sharply increased for unexpected outcomes, in contrast to expected outcomes, in the scalp-recorded electroencephalogram. Visually entrained alpha oscillations did not differ between conditions. The processing of unexpected events at the theta rhythm may reflect learning processes such as the refinement of infants’ basic representations. Visual brain-stimulation techniques provide new ways to investigate the functional relevance of neuronal oscillatory dynamics in early brain development.",NA,82.9,14114467,Brief Report,"M. Köster and M. Langeloh contributed equally to this work. M. Köster and S. Hoehl conceived the study; M. Köster, M. Langeloh, and S. Hoehl designed the study; M. Langeloh collected the data; and M. Köster analyzed the data. M. Köster, M. Langeloh, and S. Hoehl wrote the manuscript and approved the final version for publication.",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,https://doi.org/10.1177/0956797619876260,NA,11,"infant cognition, rhythmic visual brain stimulation, steady-state visually evoked potentials, violation of expectations, theta and alpha neural oscillations, open data, open materials, preregistered","The design and analysis plans for this study were preregistered at https://aspredicted.org/ve2qn.pdf. Anonymized raw EEG data from the final sample, analysis information, and stimuli have been made publicly available at Edmond and can be accessed at https://dx.doi.org/10.17617/3.2v. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797619876260. This article has received the badges for Open Data, Open Materials, and Preregistration. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.",https://journals.sagepub.com/doi/pdf/10.1177/0956797619876260,Visually Entrained Theta Oscillations Increase for Unexpected Events in the Infant Brain,https://journals.sagepub.com/doi/full/10.1177/0956797619876260,30,2019
"Humans preferentially match arbitrary words containing higher- and lower-frequency phonemes to angular and smooth shapes, respectively. Here, we investigated the role of visual experience in the development of audiovisual and audiohaptic sound–shape associations (SSAs) using a unique set of five groups: individuals who had suffered a transient period of congenital blindness through congenital bilateral dense cataracts before undergoing cataract-reversal surgeries (CC group), individuals with a history of developmental cataracts (DC group), individuals with congenital permanent blindness (CB group), individuals with late permanent blindness (LB group), and controls with typical sight (TS group). Whereas the TS and LB groups showed highly robust SSAs, the CB, CC, and DC groups did not—in any of the modality combinations tested. These results provide evidence for a protracted sensitive period during which aberrant vision prevents SSA acquisition. Moreover, the finding of a systematic SSA in the LB group demonstrates that representations acquired during the sensitive period are resilient to loss despite dramatically changed experience.","We thank D. Balasubramanian of the LV Prasad Eye Institute (LVPEI) for supporting our study. Arafat Hussain and Axel Sylvester helped to create the stimuli, and Nadine Esche photographed them. Hannah Burgdorf, Maria Guerreiro, Nicola Kaczmarek, Madita Linke, and Lisa Stockleben helped with data acquisition. We thank Beula Christy and Bandi Mohan Kumar of LVPEI and Melanie Wölwer of Blinden- und Sehbehindertenverein Hamburg for their help in recruiting blind participants.",71.2,14116281,Research Article,S. Sourav and B. Röder designed the experiments and analyzed the data. All the authors were involved in the recruitment and classification of participants and in writing and revising the manuscript. All authors approved the final version of the manuscript for submission.,The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,https://doi.org/10.1177/0956797619866625,This study was funded by grants from the European Research Council (ERC-2009-AdG 249425-CriticalBrainChanges) and the Deutsche Forschungsgemeinschaft (DFG Ro 2625/10-1) to B. Röder.,10,"sound–shape symbolism, cataract, visual deprivation, cross-modal correspondence, multisensory development, open data, open materials","The design and analysis plans for the experiment were not preregistered. The data set and all stimuli, except the commercially bought common shapes in pair D, have been made available on the Open Science Framework (https://osf.io/79gn4) as well as on the University of Hamburg research data repository (data set: http://doi.org/10.25592/uhhfdm.139, materials: http://doi.org/10.25592/uhhfdm.141). The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797619866625. This article has received badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.",https://journals.sagepub.com/doi/pdf/10.1177/0956797619866625,A Protracted Sensitive Period Regulates the Development of Cross-Modal Sound–Shape Associations in Humans,https://journals.sagepub.com/doi/full/10.1177/0956797619866625,30,2019
"When searching for relevant objects in our environment (say, an apple), we create a memory template (a red sphere), which causes our visual system to favor template-matching visual input (applelike objects) at the expense of template-mismatching visual input (e.g., leaves). Although this principle seems straightforward in a lab setting, it poses a problem in naturalistic viewing: Two objects that have the same size on the retina will differ in real-world size if one is nearby and the other is far away. Using the Ponzo illusion to manipulate perceived size while keeping retinal size constant, we demonstrated across 71 participants that visual objects attract attention when their perceived size matches a memory template, compared with mismatching objects that have the same size on the retina. This shows that memory templates affect visual selection after object representations are modulated by scene context, thus providing a working mechanism for template-based search in naturalistic vision.",We thank Elisa Battistoni for providing us with the stimulus set used in Experiments 1 and 3 and in part of Experiment 2.,15.2,13953606,Research Article,"S. Gayet and M. V. Peelen developed the study concept and experimental design. S. Gayet programmed the experiment, collected the data, and analyzed the data. S. Gayet and M. V. Peelen interpreted the data. S. Gayet drafted the manuscript, and M. V. Peelen provided critical revisions. Both authors approved the final version of the manuscript for submission.",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,https://doi.org/10.1177/0956797619869905,This project received funding from the European Research Council under the European Union’s Horizon 2020 research and innovation program (Grant Agreement No. 725970).,10,"visual search, visual attention, visual memory, visual perception, scene perception, attentional capture, open data, open materials","All raw data, experiment scripts, and analysis scripts have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/x6t4e/. The design and analysis plans for the experiments were not preregistered. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797619869905. This article has received the badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.",https://journals.sagepub.com/doi/pdf/10.1177/0956797619869905,Scenes Modulate Object Processing Before Interacting With Memory Templates,https://journals.sagepub.com/doi/full/10.1177/0956797619869905,30,2019
"Researchers have suggested that acute exposure to violent video games is a cause of aggressive behavior. We tested this hypothesis by using violent and nonviolent games that were closely matched, collecting a large sample, and using a single outcome. We randomly assigned 275 male undergraduates to play a first-person-shooter game modified to be either violent or less violent and hard or easy. After completing the game-play session, participants were provoked by a confederate and given an opportunity to behave aggressively. Neither game violence nor game difficulty predicted aggressive behavior. Incidentally, we found that 2D:4D digit ratio, thought to index prenatal testosterone exposure, did not predict aggressive behavior. Results do not support acute violent-game exposure and low 2D:4D ratio as causes of aggressive behavior.",NA,631.03000000001,14159686,Research Article,"All the authors contributed to the study concept and design. J. Hilgard collected the data with assistance from undergraduate research assistants trained in part by C. R. Engelhardt. J. Hilgard analyzed and interpreted the data under the supervision of J. N. Rouder, B. D. Bartholow, and I. L. Segert. J. Hilgard drafted the manuscript and all other authors provided revisions. All the authors approved the final manuscript for submission.",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,https://doi.org/10.1177/0956797619829688,NA,4,"violent video games, aggressive behavior, digit ratio, Bayesian analysis, open data, open materials","All data and materials have been made publicly available via the Open Science Framework and can be accessed at osf.io/cwenz. The hypotheses were preregistered at https://osf.io/ceyx0/wiki/home/, and the design was preregistered at https://osf.io/idsvr/wiki/home/. The analysis plans were not preregistered. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797619829688. This article has received the badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.",https://journals.sagepub.com/doi/pdf/10.1177/0956797619829688,"Null Effects of Game Violence, Game Difficulty, and 2D:4D Digit Ratio on Aggressive Behavior",https://journals.sagepub.com/doi/full/10.1177/0956797619829688,30,2019
"Many psychology studies are statistically underpowered. In part, this may be because many researchers rely on intuition, rules of thumb, and prior practice (along with practical considerations) to determine the number of subjects to test. In Study 1, we surveyed 291 published research psychologists and found large discrepancies between their reports of their preferred amount of power and the actual power of their studies (calculated from their reported typical cell size, typical effect size, and acceptable alpha). Furthermore, in Study 2, 89% of the 214 respondents overestimated the power of specific research designs with a small expected effect size, and 95% underestimated the sample size needed to obtain .80 power for detecting a small effect. Neither researchers’ experience nor their knowledge predicted the bias in their self-reported power intuitions. Because many respondents reported that they based their sample sizes on rules of thumb or common practice in the field, we recommend that researchers conduct and report formal power analyses for their studies.","We thank Marcel van Assen for his comments on an early version of the first survey, and Linda Dominguez Alvarez for rating the first question of the first survey.",100.73,14156319,Research Article,NA,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,https://doi.org/10.1177/0956797616647519,The preparation of this article was supported by Grants 400-08-214 and 452-11-004 from the Netherlands Organisation for Scientific Research (NWO).,8,"power, survey, methodology, sample size, effect size, open data, open materials",All data and materials have been made publicly available via Open Science Framework and can be accessed at osf.io/5t0b7. The complete Open Practices Disclosure for this article can be found at http://pss.sagepub.com/content/by/supplemental-data. This article has received badges for Open Data and Open Materials. More information about the Open Practices badges can be found at https://osf.io/tvyxz/wiki/1.%20View%20the%20Badges/ and http://pss.sagepub.com/content/25/1/3.full.,https://journals.sagepub.com/doi/pdf/10.1177/0956797616647519,Researchers’ Intuitions About Power in Psychological Research,https://journals.sagepub.com/doi/full/10.1177/0956797616647519,27,2016
"The capacity for self-control may underlie successful labor-force entry and job retention, particularly in times of economic uncertainty. Analyzing unemployment data from two nationally representative British cohorts (N = 16,780), we found that low self-control in childhood was associated with the emergence and persistence of unemployment across four decades. On average, a 1-SD increase in self-control was associated with a reduction in the probability of unemployment of 1.4 percentage points after adjustment for intelligence, social class, and gender. From labor-market entry to middle age, individuals with low self-control experienced 1.6 times as many months of unemployment as those with high self-control. Analysis of monthly unemployment data before and during the 1980s recession showed that individuals with low self-control experienced the greatest increases in unemployment during the recession. Our results underscore the critical role of self-control in shaping life-span trajectories of occupational success and in affecting how macroeconomic conditions affect unemployment levels in the population.","We are grateful to The Centre for Longitudinal Studies, Institute of Education, for their management of these data and to the UK Data Archive for making them available. However, these organizations bear no responsibility for the analysis or interpretation of the data.",113.424,14151126,Research Article,NA,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,https://doi.org/10.1177/0956797615569001,"We gratefully acknowledge funding support from the Economic and Social Research Council (ES/L010437/1, ESRC Future Leaders grant to M. Daly), from Skills Development Scotland (Ph.D. scholarship funding to M. Egan), and from the European Commission Marie Curie Initiative (Grant Agreement PCIG10-GA-2011-303833 awarded to L. Delaney).",6,"personality, self-control, unemployment, economic recession, human capital, open data, open materials",All data and materials have been made publicly available via the UK Data Service. The data and materials for the British Cohort Study can be accessed at http://discover.ukdataservice.ac.uk/series/?sn=200001; the data and materials for the National Child Development Study can be accessed at http://discover.ukdataservice.ac.uk/series/?sn=2000032. The complete Open Practices Disclosure for this article can be found at http://pss.sagepub.com/content/by/supplemental-data. This article has received badges for Open Data and Open Materials. More information about the Open Practices badges can be found at https://osf.io/tvyxz/wiki/view/ and http://pss.sagepub.com/content/25/1/3.full.,https://journals.sagepub.com/doi/pdf/10.1177/0956797615569001,Childhood Self-Control and Unemployment Throughout the Life Span: Evidence From Two British Cohort Studies,https://journals.sagepub.com/doi/full/10.1177/0956797615569001,26,2015
"A major shortcoming of current models of ideological prejudice is that although they can anticipate the direction of the association between participants’ ideology and their prejudice against a range of target groups, they cannot predict the size of this association. I developed and tested models that can make specific size predictions for this association. A quantitative model that used the perceived ideology of the target group as the primary predictor of the ideology-prejudice relationship was developed with a representative sample of Americans (N = 4,940) and tested against models using the perceived status of and choice to belong to the target group as predictors. In four studies (total N = 2,093), ideology-prejudice associations were estimated, and these observed estimates were compared with the models’ predictions. The model that was based only on perceived ideology was the most parsimonious with the smallest errors.",Anthony Evans and Aislinn Callahan Brandt provided helpful comments on a prior draft of this manuscript.,46.2,14126839,Research Article,NA,The author declared that he had no conflicts of interest with respect to his authorship or the publication of this article.,https://doi.org/10.1177/0956797617693004,NA,6,"prejudice, intergroup dynamics, ideology, stereotyped attitudes, open data, open materials, preregistered","All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/3xgtk/. The design and analysis plans for Studies 2, 3, and 4 were preregistered at the Open Science Framework and can be accessed at https://osf.io/f9dh7/, https://osf.io/tcb3a/, and https://osf.io/nfj5k/, respectively. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797617693004. This article has received badges for Open Data, Open Materials, and Preregistration. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.",https://journals.sagepub.com/doi/pdf/10.1177/0956797617693004,Predicting Ideological Prejudice,https://journals.sagepub.com/doi/full/10.1177/0956797617693004,28,2017
"Being a nonnative speaker of a language poses challenges. Individuals often feel embarrassed by the errors they make when talking in their second language. However, here we report an advantage of being a nonnative speaker: Native speakers give foreign-accented speakers the benefit of the doubt when interpreting their utterances; as a result, apparently implausible utterances are more likely to be interpreted in a plausible way when delivered in a foreign than in a native accent. Across three replicated experiments, we demonstrated that native English speakers are more likely to interpret implausible utterances, such as “the mother gave the candle the daughter,” as similar plausible utterances (“the mother gave the candle to the daughter”) when the speaker has a foreign accent. This result follows from the general model of language interpretation in a noisy channel, under the hypothesis that listeners assume a higher error rate in foreign-accented than in nonaccented speech.","We thank Idan Blank and Nezar Abdenur for producing the materials; Caitlyn Hoeflin for recording the materials; and Roger Levy, Alex Paunov, and Rachel Ryskin for their helpful comments.",35.6,13337123,Research Article,NA,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,https://doi.org/10.1177/0956797617690277,"The work was supported by grants from the National Science Foundation Linguistics Program (Award 1534318 to E. Gibson), the Simons Center for the Social Brain at the Massachusetts Institute of Technology, the Brain and Language Research Institute (No. ANR-11-LABX-0036), and A*MIDEX (No. ANR-11-IDEX-0001-02).",6,"comprehension, language, psycholinguistics, open data, open materials",All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/7c9bw/. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797617690277. This article has received the badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.,https://journals.sagepub.com/doi/pdf/10.1177/0956797617690277,Don’t Underestimate the Benefits of Being Misunderstood,https://journals.sagepub.com/doi/full/10.1177/0956797617690277,28,2017
"Although the time adolescents spend with digital technologies has sparked widespread concerns that their use might be negatively associated with mental well-being, these potential deleterious influences have not been rigorously studied. Using a preregistered plan for analyzing data collected from a representative sample of English adolescents (n = 120,115), we obtained evidence that the links between digital-screen time and mental well-being are described by quadratic functions. Further, our results showed that these links vary as a function of when digital technologies are used (i.e., weekday vs. weekend), suggesting that a full understanding of the impact of these recreational activities will require examining their functionality among other daily pursuits. Overall, the evidence indicated that moderate use of digital technology is not intrinsically harmful and may be advantageous in a connected world. The findings inform recommendations for limiting adolescents’ technology use and provide a template for conducting rigorous investigations into the relations between digital technology and children’s and adolescents’ health.","We thank R. D. Morey and C. D. Chambers for critical feedback regarding the analysis plan. We also thank P. Glossop, P. Niblett, and members of the surveys team at NHS Digital for their support.",1430.328,14159686,Research Article,NA,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,https://doi.org/10.1177/0956797616678438,NA,2,"screen time, digital technology, adolescents, mental well-being, open data, open materials, preregistered","All data and materials have been made publicly available via the Open Science Framework. The data can be accessed at osf.io/49rmq/, and the materials can be accessed at osf.io/4dv6p/. The design and analysis plans were preregistered at the Open Science Framework and can be accessed at osf.io/b4cgq. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797616678438. This article has received badges for Open Data, Open Materials, and Preregistration. More information about the Open Practices badges can be found at https://osf.io/tvyxz/wiki/1.%20View%20the%20Badges/ and http://pss.sagepub.com/content/25/1/3.full.",https://journals.sagepub.com/doi/pdf/10.1177/0956797616678438,A Large-Scale Test of the Goldilocks Hypothesis: Quantifying the Relations Between Digital-Screen Use and the Mental Well-Being of Adolescents,https://journals.sagepub.com/doi/full/10.1177/0956797616678438,28,2017
"In response to the same moral violation, some people report experiencing anger, and others report feeling disgust. Do differences in emotional responses to moral violations reflect idiosyncratic differences in the communication of outrage, or do they reflect differences in motivational states? Whereas equivalence accounts suggest that anger and disgust are interchangeable expressions of condemnation, sociofunctional accounts suggest that they have distinct antecedents and consequences. We tested these accounts by investigating whether anger and disgust vary depending on the costs imposed by moral violations and whether they differentially correspond with aggressive tendencies. Results across four studies favor a sociofunctional account: When the target of a moral violation shifts from the self to another person, anger decreases, but disgust increases. Whereas anger is associated with high-cost, direct aggression, disgust is associated with less costly indirect aggression. Finally, whether the target of a moral violation is the self or another person influences direct aggression partially via anger and influences indirect aggression partially via disgust.",NA,37.2,14107364,Research Article,NA,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,https://doi.org/10.1177/0956797617692000,D. Balliet’s and C. Molho’s research time was supported by a European Research Council grant awarded to D. Balliet (ERC StG-2014-635356). J. M. Tybur’s research time was also supported by the European Research Council (ERC StG-2015-680002-HBIS).,5,"anger, disgust, emotions, morality, aggression, open data, open materials","All data and materials for Studies 1, 3, and 4 have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/p97fk/. All data and materials for Study 2 have been made publicly available at the Dataverse repository and can be accessed at https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/26910. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797617692000. This article has received badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.",https://journals.sagepub.com/doi/pdf/10.1177/0956797617692000,Disgust and Anger Relate to Different Aggressive Responses to Moral Violations,https://journals.sagepub.com/doi/full/10.1177/0956797617692000,28,2017
"To benefit from information provided by other people, people must be somewhat credulous. However, credulity entails risks. The optimal level of credulity depends on the relative costs of believing misinformation and failing to attend to accurate information. When information concerns hazards, erroneous incredulity is often more costly than erroneous credulity, given that disregarding accurate warnings is more harmful than adopting unnecessary precautions. Because no equivalent asymmetry exists for information concerning benefits, people should generally be more credulous of hazard information than of benefit information. This adaptive negatively biased credulity is linked to negativity bias in general and is more prominent among people who believe the world to be more dangerous. Because both threat sensitivity and beliefs about the dangerousness of the world differ between conservatives and liberals, we predicted that conservatism would positively correlate with negatively biased credulity. Two online studies of Americans supported this prediction, potentially illuminating how politicians’ alarmist claims affect different portions of the electorate.",NA,30.704,14158881,Research Article,NA,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,https://doi.org/10.1177/0956797617692108,C. Holbrook was supported by U.S. Air Force Office of Scientific Research Award FA9550-115-1-0469.,5,"threat sensitivity, negativity bias, negatively biased credulity, political orientation, open data, open materials",All data and materials have been made publicly available via the Open Science Framework and can be accessed at http://osf.io/qqq82. The data and materials are also publicly available via the University of California’s eScholarship web site and can be accessed at https://escholarship.org/uc/item/82j5p9r3. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797617692108. This article has received badges for Open Data and Open Materials. More information about the Open Practices badges can be found at http://www.psychologicalscience.org/publications/badges.,https://journals.sagepub.com/doi/pdf/10.1177/0956797617692108,Political Orientation Predicts Credulity Regarding Putative Hazards,https://journals.sagepub.com/doi/full/10.1177/0956797617692108,28,2017
"Theories about embodiment of language hold that when you process a word’s meaning, you automatically simulate associated sensory input (e.g., perception of brightness when you process lamp) and prepare associated actions (e.g., finger movements when you process typing). To test this latter prediction, we measured pupillary responses to single words that conveyed a sense of brightness (e.g., day) or darkness (e.g., night) or were neutral (e.g., house). We found that pupils were largest for words conveying darkness, of intermediate size for neutral words, and smallest for words conveying brightness. This pattern was found for both visually presented and spoken words, which suggests that it was due to the words’ meanings, rather than to visual or auditory properties of the stimuli. Our findings suggest that word meaning is sufficient to trigger a pupillary response, even when this response is not imposed by the experimental task, and even when this response is beyond voluntary control.",NA,93.846,14116281,Research Article,NA,The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article.,https://doi.org/10.1177/0956797617702699,This research was funded by Marie Curie Action 622738 and Nederlandse Organisatie voor Wetenschappelijk Onderzoek VENI Grant 451-16-023 (to S. Mathôt) and by Marie Curie Action 302807 (to K. Strijkers). The research was also supported by Grants 16-CONV-0002 (to the Institute for Language Communication and the Brain) and 11-LABX-0036 (to the Brain and Language Research Institute) from the Agence Nationale de la Recherche.,8,"pupillometry, language comprehension, embodied cognition, pupillary light response, open data, open materials",All data and materials have been made publicly available via Figshare and can be accessed at https://doi.org/10.6084/m9.figshare.4742935.v2. The complete Open Practices Disclosure for this article can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797617702699. This article has received badges for Open Data and Open Materials. More information about the Open Practices badges can be found at https://www.psychologicalscience.org/publications/badges.,https://journals.sagepub.com/doi/pdf/10.1177/0956797617702699,Pupillary Responses to Words That Convey a Sense of Brightness or Darkness,https://journals.sagepub.com/doi/full/10.1177/0956797617702699,28,2017
